,form,file,text,Number of Words,clean_text
4568,hymn,HymnPoemsAHymnPoembyGilbertKeithChesterton,"O God of earth and altar,
Bow down and hear our cry,
Our earthly rulers falter,
Our people drift and die;
The walls of gold entomb us,
The swords of scorn divide,
Take not thy thunder from us,
But take away our pride.
From all that terror teaches,
From lies of tongue and pen,
From all the easy speeches
That comfort cruel men,
From sale and profanation
Of honour and the sword,
From sleep and from damnation,
Deliver us, good Lord.
Tie in a living tether
The prince and priest and thrall,
Bind all our lives together,
Smite us and save us all;
In ire and exultation
Aflame with faith, and free,
Lift up a living nation,
A single sword to thee.",122,"O God of earth and altar, Bow down and hear our cry, Our earthly rulers falter, Our people drift and die; The walls of gold entomb us, The swords of scorn divide, Take not thy thunder from us, But take away our pride. From all that terror teaches, From lies of tongue and pen, From all the easy speeches That comfort cruel men, From sale and profanation Of honour and the sword, From sleep and from damnation, Deliver us, good Lord. Tie in a living tether The prince and priest and thrall, Bind all our lives together, Smite us and save us all; In ire and exultation Aflame with faith, and free, Lift up a living nation, A single sword to thee."
4569,hymn,HymnPoemsHymn1PoembyIsaacWatts,"A new song to the Lamb that was slain.
Rev. 5:6-12
Behold the glories of the Lamb
Amidst his Father's throne;
Prepare new honors for his name,
And songs before unknown.
Let elders worship at his feet,
The church adore around,
With vials full of odors sweet,
And harps of sweeter sound.
Those are the prayers of the saints,
And these the hymns they raise,
Jesus is kind to our Complaints,
He loves to hear our praise.
[Eternal Father, who shall look
Into thy secret will?
Who but the Son shall take that book,
And open every sea]?
He shall fulfil thy great decrees,
The Son deserves it well:
Lo! in his hand the sovereign keys
Of heav'n, and death, and hell!]
Now to the Lamb that once was slain
Be endless blessings paid;
Salvation, glory, joy, remain
For ever on thy head.
Thou hast redeemed our souls with blood,
Hast set the pris'ners free;
Hast made us kings and priests to God,
And we shall reign with thee.
The worlds of nature and of grace
Are put beneath thy power;
Then shorten these delaying days,
And bring the promised hour.",191,"A new song to the Lamb that was slain. Rev. 5:6-12 Behold the glories of the Lamb Amidst his Father's throne; Prepare new honors for his name, And songs before unknown. Let elders worship at his feet, The church adore around, With vials full of odors sweet, And harps of sweeter sound. Those are the prayers of the saints, And these the hymns they raise, Jesus is kind to our Complaints, He loves to hear our praise. [Eternal Father, who shall look Into thy secret will? Who but the Son shall take that book, And open every sea]? He shall fulfil thy great decrees, The Son deserves it well: Lo! in his hand the sovereign keys Of heav'n, and death, and hell!] Now to the Lamb that once was slain Be endless blessings paid; Salvation, glory, joy, remain For ever on thy head. Thou hast redeemed our souls with blood, Hast set the pris'ners free; Hast made us kings and priests to God, And we shall reign with thee. The worlds of nature and of grace Are put beneath thy power; Then shorten these delaying days, And bring the promised hour."
4570,hymn,HymnPoemsHymn78PoembyIsaacWatts,"The strength of Christ's love.
SS 8:5-7,13,14.
[Who is this fair one in distress,
That travels from the wilderness?
And pressed with sorrows and with sins,
On her beloved Lord she leans.
This is the spouse of Christ our God,
Bought with the treasure of his blood;
And her request and her complaint
Is but the voice of every saint.]
""O let my name engraven stand
Both on thy heart and on thy hand;
Seal me upon thine arm, and wear
That pledge of love for ever there.
""Stronger than death thy love is known,
Which floods of wrath could never drown;
And hell and earth in vain combine
To quench a fire so much divine.
""But I am jealous of my heart,
Lest it should once from thee depart;
Then let thy name be well impressed
As a fair signet on my breast.
""Till thou hast brought me to thy home,
Where fears and doubts can never come,
Thy count'nance let me often see,
And often thou shalt hear from me.
""Come, my Beloved, haste away,
Cut short the hours of thy delay;
Fly like a youthful hart or roe
Over the hills where spices grow.""",197,"The strength of Christ's love. SS 8:5-7,13,14. [Who is this fair one in distress, That travels from the wilderness? And pressed with sorrows and with sins, On her beloved Lord she leans. This is the spouse of Christ our God, Bought with the treasure of his blood; And her request and her complaint Is but the voice of every saint.] ""O let my name engraven stand Both on thy heart and on thy hand; Seal me upon thine arm, and wear That pledge of love for ever there. ""Stronger than death thy love is known, Which floods of wrath could never drown; And hell and earth in vain combine To quench a fire so much divine. ""But I am jealous of my heart, Lest it should once from thee depart; Then let thy name be well impressed As a fair signet on my breast. ""Till thou hast brought me to thy home, Where fears and doubts can never come, Thy count'nance let me often see, And often thou shalt hear from me. ""Come, my Beloved, haste away, Cut short the hours of thy delay; Fly like a youthful hart or roe Over the hills where spices grow."""
4571,hymn,HymnPoemsAHymnToLovePoembyRobertHerrick,"I will confess
With cheerfulness,
Love is a thing so likes me,
That, let her lay
On me all day,
I'll kiss the hand that strikes me.
I will not, I,
Now blubb'ring cry,
It, ah!  too late repents me
That I did fall
To love at all--
Since love so much contents me.
No, no, I'll be
In fetters free;
While others they sit wringing
Their hands for pain,
I'll entertain
The wounds of love with singing.
With flowers and wine,
And cakes divine,
To strike me I will tempt thee;
Which done, no more
I'll come before
Thee and thine altars empty.",104,"I will confess With cheerfulness, Love is a thing so likes me, That, let her lay On me all day, I'll kiss the hand that strikes me. I will not, I, Now blubb'ring cry, It, ah!  too late repents me That I did fall To love at all-- Since love so much contents me. No, no, I'll be In fetters free; While others they sit wringing Their hands for pain, I'll entertain The wounds of love with singing. With flowers and wine, And cakes divine, To strike me I will tempt thee; Which done, no more I'll come before Thee and thine altars empty."
4572,hymn,HymnPoemsHymnBeforeSunRiseInTheValeOfChamouniPoembySamuelTaylorColeridge,"Hast thou a charm to stay the morning-star
In his steep course? So long he seems to pause
On thy bald awful head, O sovran BLANC,
The Arve and Arveiron at thy base
Rave ceaselessly; but thou, most awful Form!
Risest from forth thy silent sea of pines,
How silently! Around thee and above
Deep is the air and dark, substantial, black,
An ebon mass: methinks thou piercest it,
As with a wedge! But when I look again,
It is thine own calm home, thy crystal shrine,
Thy habitation from eternity!
O dread and silent Mount! I gazed upon thee,
Till thou, still present to the bodily sense,
Didst vanish from my thought: entranced in prayer
I worshipped the Invisible alone.
Yet, like some sweet beguiling melody,
So sweet, we know not we are listening to it,
Thou, the meanwhile, wast blending with my Thought,
Yea, with my Life and Life's own secret joy:
Till the dilating Soul, enrapt, transfused,
Into the mighty vision passing--there
As in her natural form, swelled vast to Heaven!
Awake, my soul! not only passive praise
Thou owest! not alone these swelling tears,
Mute thanks and secret ecstasy! Awake,
Voice of sweet song! Awake, my heart, awake!
Green vales and icy cliffs, all join my Hymn.
Thou first and chief, sole sovereign of the Vale!
O struggling with the darkness all the night,
And visited all night by troops of stars,
Or when they climb the sky or when they sink:
Companion of the morning-star at dawn,
Thyself Earth's rosy star, and of the dawn
Co-herald: wake, O wake, and utter praise!
Who sank thy sunless pillars deep in Earth?
Who filled thy countenance with rosy light?
Who made thee parent of perpetual streams?
And you, ye five wild torrents fiercely glad!
Who called you forth from night and utter death,
From dark and icy caverns called you forth,
Down those precipitous, black, jaggéd rocks,
For ever shattered and the same for ever?
Who gave you your invulnerable life,
Your strength, your speed, your fury, and your joy,
Unceasing thunder and eternal foam?
And who commanded (and the silence came),
Here let the billows stiffen, and have rest?
Ye Ice-falls! ye that from the mountain's brow
Adown enormous ravines slope amain--
Torrents, methinks, that heard a mighty voice,
And stopped at once amid their maddest plunge!
Motionless torrents! silent cataracts!
Who made your glorious as the Gates of Heaven
Beneath the keen full moon? Who bade the sun
Clothe you with rainbows? Who, with living flowers
Of loveliest blue, spread garlands at your feet?--
God! let the torrents, like a shout of nations,
Answer! and let the ice-plains echo, God!
God! sing ye meadow-streams with gladsome voice!
Ye pine-groves, with your soft and soul-like sounds!
And they too have a voice, yon piles of snow,
And in their perilous fall shall thunder, God!
Ye living flowers that skirt the eternal frost!
Ye wild goats sporting round the eagle's nest!
Yet eagles, play-mates of the mountain-storm!
Ye lightnings, the dread arrows of the clouds!
Ye signs and wonders of the element!
Utter forth God, and fill the hills with praise!
Thou too, hoar Mount! with thy sky-pointing peaks,
Oft from whose feet the avalanche, unheard,
Shoots downward, glittering through the pure serene
Into the depth of clouds, that veil thy breast--
Thou too again, stupendous Mountain! thou
That as I raise my head, awhile bowed low
In adoration, upward from thy base
Slow travelling with dim eyes suffused with tears,
Solemnly seemest, like a vapoury cloud,
To rise before me--Rise, O ever rise,
Rise like a cloud of incense from the Earth!
Thou kingly Spirit throned among the hills,
Thou dread ambassador from Earth to Heaven,
Great Hierarch! tell thou the silent sky,
And tell the stars, and tell yon rising sun
Earth, with her thousand voices, praises God.",643,"Hast thou a charm to stay the morning-star In his steep course? So long he seems to pause On thy bald awful head, O sovran BLANC, The Arve and Arveiron at thy base Rave ceaselessly; but thou, most awful Form! Risest from forth thy silent sea of pines, How silently! Around thee and above Deep is the air and dark, substantial, black, An ebon mass: methinks thou piercest it, As with a wedge! But when I look again, It is thine own calm home, thy crystal shrine, Thy habitation from eternity! O dread and silent Mount! I gazed upon thee, Till thou, still present to the bodily sense, Didst vanish from my thought: entranced in prayer I worshipped the Invisible alone. Yet, like some sweet beguiling melody, So sweet, we know not we are listening to it, Thou, the meanwhile, wast blending with my Thought, Yea, with my Life and Life's own secret joy: Till the dilating Soul, enrapt, transfused, Into the mighty vision passing--there As in her natural form, swelled vast to Heaven! Awake, my soul! not only passive praise Thou owest! not alone these swelling tears, Mute thanks and secret ecstasy! Awake, Voice of sweet song! Awake, my heart, awake! Green vales and icy cliffs, all join my Hymn. Thou first and chief, sole sovereign of the Vale! O struggling with the darkness all the night, And visited all night by troops of stars, Or when they climb the sky or when they sink: Companion of the morning-star at dawn, Thyself Earth's rosy star, and of the dawn Co-herald: wake, O wake, and utter praise! Who sank thy sunless pillars deep in Earth? Who filled thy countenance with rosy light? Who made thee parent of perpetual streams? And you, ye five wild torrents fiercely glad! Who called you forth from night and utter death, From dark and icy caverns called you forth, Down those precipitous, black, jaggéd rocks, For ever shattered and the same for ever? Who gave you your invulnerable life, Your strength, your speed, your fury, and your joy, Unceasing thunder and eternal foam? And who commanded (and the silence came), Here let the billows stiffen, and have rest? Ye Ice-falls! ye that from the mountain's brow Adown enormous ravines slope amain-- Torrents, methinks, that heard a mighty voice, And stopped at once amid their maddest plunge! Motionless torrents! silent cataracts! Who made your glorious as the Gates of Heaven Beneath the keen full moon? Who bade the sun Clothe you with rainbows? Who, with living flowers Of loveliest blue, spread garlands at your feet?-- God! let the torrents, like a shout of nations, Answer! and let the ice-plains echo, God! God! sing ye meadow-streams with gladsome voice! Ye pine-groves, with your soft and soul-like sounds! And they too have a voice, yon piles of snow, And in their perilous fall shall thunder, God! Ye living flowers that skirt the eternal frost! Ye wild goats sporting round the eagle's nest! Yet eagles, play-mates of the mountain-storm! Ye lightnings, the dread arrows of the clouds! Ye signs and wonders of the element! Utter forth God, and fill the hills with praise! Thou too, hoar Mount! with thy sky-pointing peaks, Oft from whose feet the avalanche, unheard, Shoots downward, glittering through the pure serene Into the depth of clouds, that veil thy breast-- Thou too again, stupendous Mountain! thou That as I raise my head, awhile bowed low In adoration, upward from thy base Slow travelling with dim eyes suffused with tears, Solemnly seemest, like a vapoury cloud, To rise before me--Rise, O ever rise, Rise like a cloud of incense from the Earth! Thou kingly Spirit throned among the hills, Thou dread ambassador from Earth to Heaven, Great Hierarch! tell thou the silent sky, And tell the stars, and tell yon rising sun Earth, with her thousand voices, praises God."
4573,hymn,HymnPoemsTheHymnToPhysicalPainPoembyRudyardKipling,"Dread Mother of Forgetfulness
Who, when Thy reign begins,
Wipest away the Soul's distress,
And memory of her sins.
The trusty Worm that dieth not--
The steadfast Fire also,
By Thy contrivance are forgot
In a completer woe.
Thine are the lidless eyes of night
That stare upon our tears,
Through certain hours which in our sight
Exceed a thousand years:
Thine is the thickness of the Dark
That presses in our pain,
As Thine the Dawn that bids us mark
Life's grinning face again.
Thine is the weariness outworn
No promise shall relieve,
That says at eve, ""Would God 'twere morn""
At morn, ""Would God 'twere eve!""
And when Thy tender mercies cease
And life unvexed is due,
Instant upon the false release
The Worm and Fire renew.
Wherefore we praise Thee in the deep,
And on our beds we pray
For Thy return that Thou may'st keep
The Pains of Hell at bay!",155,"Dread Mother of Forgetfulness Who, when Thy reign begins, Wipest away the Soul's distress, And memory of her sins. The trusty Worm that dieth not-- The steadfast Fire also, By Thy contrivance are forgot In a completer woe. Thine are the lidless eyes of night That stare upon our tears, Through certain hours which in our sight Exceed a thousand years: Thine is the thickness of the Dark That presses in our pain, As Thine the Dawn that bids us mark Life's grinning face again. Thine is the weariness outworn No promise shall relieve, That says at eve, ""Would God 'twere morn"" At morn, ""Would God 'twere eve!"" And when Thy tender mercies cease And life unvexed is due, Instant upon the false release The Worm and Fire renew. Wherefore we praise Thee in the deep, And on our beds we pray For Thy return that Thou may'st keep The Pains of Hell at bay!"
4574,hymn,HymnPoemsHymn105PoembyIsaacWatts,"Heaven invisible and holy.
1 Cor. 2:9,10; Rev. 21:27.
Nor eye hath seen, nor ear hath heard,
Nor sense nor reason known,
What joys the Father hath prepared
For those that love the Son.
But the good Spirit of the Lord
Reveals a heav'n to come;
The beams of glory in his word
Allure and guide us home.
Pure are the joys above the sky,
And all the region peace;
No wanton lips nor envious eye
Can see or taste the bliss.
Those holy gates for ever bar
Polution, sin, and shame
None shall obtain admittance there
But followers of the Lamb.
He keeps the Father's book of life,
There all their names are found;
The hypocrite in vain shall strive
To tread the heav'nly ground",126,"Heaven invisible and holy. 1 Cor. 2:9,10; Rev. 21:27. Nor eye hath seen, nor ear hath heard, Nor sense nor reason known, What joys the Father hath prepared For those that love the Son. But the good Spirit of the Lord Reveals a heav'n to come; The beams of glory in his word Allure and guide us home. Pure are the joys above the sky, And all the region peace; No wanton lips nor envious eye Can see or taste the bliss. Those holy gates for ever bar Polution, sin, and shame None shall obtain admittance there But followers of the Lamb. He keeps the Father's book of life, There all their names are found; The hypocrite in vain shall strive To tread the heav'nly ground"
4575,hymn,HymnPoemsHymnPoembySarahFlowerAdams,"He sendeth sun, he sendeth shower,
Alike they're needful for the flower:
And joys and tears alike are sent
To give the soul fit nourishment.
As comes to me or cloud or sun,
Father! thy will, not mine, be done!
Can loving children e'er reprove
With murmurs whom they trust and love?
Creator! I would ever be
A trusting, loving child to thee:
As comes to me or cloud or sun,
Father! thy will, not mine, be done!
Oh, ne'er will I at life repine:
Enough that thou hast made it mine.
When falls the shadow cold of death
I yet will sing, with parting breath,
As comes to me or shade or sun,
Father! thy will, not mine, be done!",121,"He sendeth sun, he sendeth shower, Alike they're needful for the flower: And joys and tears alike are sent To give the soul fit nourishment. As comes to me or cloud or sun, Father! thy will, not mine, be done! Can loving children e'er reprove With murmurs whom they trust and love? Creator! I would ever be A trusting, loving child to thee: As comes to me or cloud or sun, Father! thy will, not mine, be done! Oh, ne'er will I at life repine: Enough that thou hast made it mine. When falls the shadow cold of death I yet will sing, with parting breath, As comes to me or shade or sun, Father! thy will, not mine, be done!"
4576,hymn,HymnPoemsAHymnToTheGracesPoembyRobertHerrick,"When I love, as some have told
Love I shall, when I am old,
O ye Graces!  make me fit
For the welcoming of it!
Clean my rooms, as temples be,
To entertain that deity;
Give me words wherewith to woo,
Suppling and successful too;
Winning postures; and withal,
Manners each way musical;
Sweetness to allay my sour
And unsmooth behaviour:
For I know you have the skill
Vines to prune, though not to kill;
And of any wood ye see,
You can make a Mercury.",86,"When I love, as some have told Love I shall, when I am old, O ye Graces!  make me fit For the welcoming of it! Clean my rooms, as temples be, To entertain that deity; Give me words wherewith to woo, Suppling and successful too; Winning postures; and withal, Manners each way musical; Sweetness to allay my sour And unsmooth behaviour: For I know you have the skill Vines to prune, though not to kill; And of any wood ye see, You can make a Mercury."
4577,hymn,HymnPoemsHymn100PoembyIsaacWatts,"Believe and be saved.
John 3:16-18.
Not to condemn the sons of men,
Did Christ, the Son of God, appear;
No weapons in his hands are seen,
No flaming sword nor thunder there.
Such was the pity of our God,
He loved the race of man so well,
He sent his Son to bear our load
Of sins, and save our souls from hell.
Sinners, believe the Savior's word,
Trust in his mighty name and live;
A thousand joys his lips afford,
His hands a thousand blessings give.
But vengeance and damnation lies
On rebels who refuse the grace;
Who God's eternal Son despise,
The hottest hell shall be their place.",111,"Believe and be saved. John 3:16-18. Not to condemn the sons of men, Did Christ, the Son of God, appear; No weapons in his hands are seen, No flaming sword nor thunder there. Such was the pity of our God, He loved the race of man so well, He sent his Son to bear our load Of sins, and save our souls from hell. Sinners, believe the Savior's word, Trust in his mighty name and live; A thousand joys his lips afford, His hands a thousand blessings give. But vengeance and damnation lies On rebels who refuse the grace; Who God's eternal Son despise, The hottest hell shall be their place."
4578,hymn,HymnPoemsAHymnToGodTheFatherPoembyJohnDonne,"Wilt thou forgive that sin where I begun,
Which was my sin, though it were done before?
Wilt thou forgive that sin, through which I run,
And do run still, though still I do deplore?
When thou hast done, thou hast not done,
For I have more.
Wilt thou forgive that sin which I have won
Others to sin, and made my sin their door?
Wilt thou forgive that sin which I did shun
A year or two, but wallow'd in, a score?
When thou hast done, thou hast not done,
For I have more.
I have a sin of fear, that when I have spun
My last thread, I shall perish on the shore;
But swear by thyself, that at my death thy Son
Shall shine as he shines now, and heretofore;
And, having done that, thou hast done;
I fear no more.",144,"Wilt thou forgive that sin where I begun, Which was my sin, though it were done before? Wilt thou forgive that sin, through which I run, And do run still, though still I do deplore? When thou hast done, thou hast not done, For I have more. Wilt thou forgive that sin which I have won Others to sin, and made my sin their door? Wilt thou forgive that sin which I did shun A year or two, but wallow'd in, a score? When thou hast done, thou hast not done, For I have more. I have a sin of fear, that when I have spun My last thread, I shall perish on the shore; But swear by thyself, that at my death thy Son Shall shine as he shines now, and heretofore; And, having done that, thou hast done; I fear no more."
4579,hymn,HymnPoemsAWidowsHymnPoembyGeorgeWither,"How near me came the hand of Death,
When at my side he struck my dear,
And took away the precious breath
Which quicken’d my belovàd peer!1
How helpless am I thereby made!
By day how grieved, by night how sad!
And now my life’s delight is gone,
—Alas! how am I left alone!
The voice which I did more esteem
Than music in her sweetest key,
Those eyes which unto me did seem
More comfortable than the day;
Those now by me, as they have been,
Shall never more be heard or seen;
But what I once enjoy’d in them
Shall seem hereafter as a dream.
Lord! keep me faithful to the trust
Which my dear spouse reposed in me:
To him now dead preserve me just
In all that should performàd be!
For though our being man and wife
Extendeth only to this life,
Yet neither life nor death should end
The being of a faithful friend.",159,"How near me came the hand of Death, When at my side he struck my dear, And took away the precious breath Which quicken’d my belovàd peer!1 How helpless am I thereby made! By day how grieved, by night how sad! And now my life’s delight is gone, —Alas! how am I left alone! The voice which I did more esteem Than music in her sweetest key, Those eyes which unto me did seem More comfortable than the day; Those now by me, as they have been, Shall never more be heard or seen; But what I once enjoy’d in them Shall seem hereafter as a dream. Lord! keep me faithful to the trust Which my dear spouse reposed in me: To him now dead preserve me just In all that should performàd be! For though our being man and wife Extendeth only to this life, Yet neither life nor death should end The being of a faithful friend."
